Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,Miami Heat,80.49,90.24,70.73,78.85,83.33,72.0,93.75,75.0,82.98
2,Oklahoma City Thunder,73.17,82.93,63.41,70.0,75.0,73.58,72.41,33.33,88.0
3,San Antonio Spurs,70.73,85.37,56.1,83.33,63.46,77.78,57.14,64.29,75.61
4,Denver Nuggets,69.51,92.68,46.34,63.33,73.08,61.11,85.71,61.11,77.78
5,Los Angeles Clippers,68.29,78.05,58.54,70.0,67.31,69.64,65.38,37.5,76.0
6,Memphis Grizzlies,68.29,78.05,58.54,73.33,65.38,64.71,74.19,60.0,75.68
7,New York Knicks,65.85,75.61,56.1,71.15,56.67,64.0,68.75,58.33,72.09
8,Brooklyn Nets,59.76,63.41,56.1,69.23,43.33,58.49,62.07,69.23,57.5
9,Indiana Pacers,60.49,73.17,47.5,60.78,60.0,60.38,60.71,30.77,65.85
10,Golden State Warriors,57.32,68.29,46.34,63.33,53.85,57.69,56.67,62.5,52.63
11,Chicago Bulls,54.88,58.54,51.22,65.38,36.67,57.69,50.0,61.11,50.0
12,Houston Rockets,54.88,70.73,39.02,70.0,46.15,52.73,59.26,50.0,66.67
13,Los Angeles Lakers,54.88,70.73,39.02,56.67,53.85,46.3,71.43,61.54,51.43
14,Atlanta Hawks,53.66,60.98,46.34,55.77,50.0,56.86,48.39,50.0,48.72
15,Utah Jazz,52.44,73.17,31.71,56.67,50.0,55.56,46.43,41.67,47.5
16,Boston Celtics,50.62,67.5,34.15,52.94,46.67,53.85,44.83,53.33,43.9
17,Dallas Mavericks,50.0,58.54,41.46,56.67,46.15,44.23,60.0,38.46,47.22
18,Milwaukee Bucks,46.34,51.22,41.46,46.15,46.67,50.98,38.71,58.33,34.21
19,Philadelphia 76ers,41.46,56.1,26.83,42.31,40.0,43.14,38.71,44.44,35.14
20,Toronto Raptors,41.46,51.22,31.71,42.31,40.0,39.62,44.83,50.0,42.11
21,Portland Trail Blazers,40.24,53.66,26.83,50.0,34.62,47.17,27.59,60.0,35.14
22,Minnesota Timberwolves,37.8,48.78,26.83,46.67,32.69,38.0,37.5,23.08,36.59
23,Detroit Pistons,35.37,43.9,26.83,48.08,13.33,38.89,28.57,37.5,34.09
24,Washington Wizards,35.37,53.66,17.07,28.85,46.67,29.41,45.16,40.0,43.33
25,Sacramento Kings,34.15,48.78,19.51,46.67,26.92,35.19,32.14,70.0,27.91
26,New Orleans Hornets,32.93,39.02,26.83,40.0,28.85,35.85,27.59,58.33,27.03
27,Phoenix Suns,30.49,41.46,19.51,26.67,32.69,32.08,27.59,42.86,24.39
28,Cleveland Cavaliers,29.27,34.15,24.39,34.62,20.0,30.19,27.59,35.29,20.59
29,Charlotte Bobcats,25.61,36.59,14.63,34.62,10.0,23.08,30.0,50.0,13.95
30,Orlando Magic,24.39,29.27,19.51,19.23,33.33,28.85,16.67,18.18,21.05
