Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,GSW,81.71,95.12,68.29,83.33,80.77,82.35,80.65,62.5,83.33
2,ATL,73.17,85.37,60.98,73.08,73.33,79.63,60.71,60.0,75.0
3,HOU,68.29,73.17,63.41,76.67,63.46,67.92,68.97,66.67,68.89
4,LAC,68.29,73.17,63.41,63.33,71.15,64.81,75.0,37.5,78.57
5,MEM,67.07,75.61,58.54,66.67,67.31,73.58,55.17,75.0,66.67
6,SAS,67.07,80.49,53.66,76.67,61.54,64.15,72.41,46.15,82.93
7,CLE,64.63,75.61,53.66,67.31,60.0,60.0,74.07,60.0,68.18
8,POR,62.2,78.05,46.34,66.67,59.62,67.92,51.72,83.33,73.17
9,CHI,60.98,65.85,56.1,63.46,56.67,62.96,57.14,77.78,55.56
10,DAL,60.98,65.85,56.1,70.0,55.77,65.45,51.85,55.56,55.0
11,TOR,59.76,65.85,53.66,63.46,53.33,67.92,44.83,54.55,72.5
12,WAS,56.1,70.73,41.46,57.69,53.33,61.11,46.43,69.23,60.0
13,NOP,54.88,68.29,41.46,53.33,55.77,50.94,62.07,71.43,57.58
14,OKC,54.88,70.73,39.02,66.67,48.08,52.83,58.62,33.33,65.0
15,MIL,50.0,56.1,43.9,57.69,36.67,56.6,37.93,35.71,51.52
16,BOS,48.78,51.22,46.34,53.85,40.0,39.22,64.52,57.14,54.84
17,PHO,47.56,53.66,41.46,60.0,40.38,53.7,35.71,25.0,42.42
18,BRK,46.34,46.34,46.34,46.15,46.67,40.38,56.67,83.33,39.47
19,IND,46.34,56.1,36.59,53.85,33.33,38.89,60.71,25.0,48.72
20,UTA,46.34,51.22,41.46,50.0,44.23,35.85,65.52,33.33,48.65
21,MIA,45.12,48.78,41.46,48.08,40.0,42.31,50.0,28.57,34.88
22,CHO,40.24,46.34,34.15,48.08,26.67,42.31,36.67,42.86,37.14
23,DET,39.02,43.9,34.15,44.23,30.0,38.89,39.29,53.85,43.18
24,DEN,36.59,46.34,26.83,36.67,36.54,37.74,34.48,50.0,37.78
25,SAC,35.37,43.9,26.83,36.67,34.62,34.62,36.67,60.0,30.0
26,ORL,30.49,31.71,29.27,28.85,33.33,30.36,30.77,42.86,12.9
27,LAL,25.61,29.27,21.95,40.0,17.31,24.53,27.59,50.0,14.29
28,PHI,21.95,29.27,14.63,23.08,20.0,22.64,20.69,30.0,10.87
29,NYK,20.73,24.39,17.07,21.15,20.0,18.87,24.14,22.22,7.14
30,MIN,19.51,21.95,17.07,30.0,13.46,20.75,17.24,50.0,9.09
